sentenceId,raw_text,aspectTerms
1323,"Ryan Coogler expands on previously explored themes of freedom and racism with a genre twist in spellbinding Sinners. It's pure, awe-inspiring movie magic","[{'term': 'Ryan Coogler', 'polarity': 'positive'}, {'term': 'themes', 'polarity': 'positive'}, {'term': 'freedom', 'polarity': 'positive'}, {'term': 'racism', 'polarity': 'neutral'}, {'term': 'genre twist', 'polarity': 'positive'}, {'term': 'Sinners', 'polarity': 'positive'}, {'term': 'movie magic', 'polarity': 'positive'}]"
487,"Audiences wanting a more rounded discussion of the U.S. occupation of Iraq might find it too militaristic and Americentric, while flagwavers wanting raw jingoism may find its questioning too probing. But as a depiction of the futility of conflict from those who fought, Warfare is far from ambivalent.","[{'term': 'Warfare', 'polarity': 'neutral'}, {'term': 'conflict', 'polarity': 'negative'}]"
681,"A good one, but flawed by too many stereotypes.","[{'term': 'film', 'polarity': 'neutral'}, {'term': 'stereotypes', 'polarity': 'negative'}]"
416,"Freaky Tales takes nearly 40 minutes to find its footing, but once it kicks in, there’s roughly an hour of grindhouse glory ahead (assuming streaming audiences make it that far).","[{'term': 'Freaky Tales', 'polarity': 'neutral'}, {'term': 'footing', 'polarity': 'negative'}, {'term': 'grindhouse glory', 'polarity': 'positive'}, {'term': 'audiences', 'polarity': 'neutral'}]"
274,"To give the film its due credit, there is a positive side to this whirlwind of half-formed notions that the film tries to maintain as a structured narrative: it is never boring.","[{'term': 'film', 'polarity': 'positive'}, {'term': 'notions', 'polarity': 'negative'}, {'term': 'narrative', 'polarity': 'neutral'}]"
1021,Low budget indie feel. A couple hours to waste?,"[{'term': 'feel', 'polarity': 'neutral'}]"
1497,I loved it started of slow but end with a bang.,"[{'term': 'start', 'polarity': 'negative'}, {'term': 'end', 'polarity': 'positive'}]"
1466,"Just absolutely amazing, must see cinema.","[{'term': 'cinema', 'polarity': 'positive'}]"
251,"The filmmaking is raw and tense, with the young cast suitably disappearing into their roles as anonymous SEALs and the filmmakers seeking to get as close to reality as one can get without projecting literal bodycam footage of a war zone onto a cinema screen.","[{'term': 'filmmaking', 'polarity': 'positive'}, {'term': 'cast', 'polarity': 'positive'}, {'term': 'reality', 'polarity': 'positive'}]"
414,"High on revolutionary spirit, Freaky Tales is a frisky, frantic pastiche that doesn’t always make sense. . . Yet the visuals are meaty, and the filmmakers (whose last feature collaboration was on “Captain Marvel” in 2019) show considerable affection for their movie’s setting.","[{'term': 'spirit', 'polarity': 'positive'}, {'term': 'Freaky Tales', 'polarity': 'neutral'}, {'term': 'pastiche', 'polarity': 'neutral'}, {'term': 'visuals', 'polarity': 'positive'}, {'term': 'filmmakers', 'polarity': 'neutral'}, {'term': 'Captain Marvel', 'polarity': 'neutral'}, {'term': 'affection', 'polarity': 'positive'}, {'term': 'setting', 'polarity': 'positive'}]"
1396,Be prepared. It's the usual ...white people are awful . Black people are angelic. They even threw in the KKK. I'm black & tired of the hate.,"[{'term': 'white people', 'polarity': 'negative'}, {'term': 'Black people', 'polarity': 'positive'}, {'term': 'KKK', 'polarity': 'neutral'}, {'term': 'hate', 'polarity': 'negative'}]"
1460,"10/10 great movie! Original plot, good scares, and amazing music.","[{'term': 'movie', 'polarity': 'positive'}, {'term': 'plot', 'polarity': 'positive'}, {'term': 'scares', 'polarity': 'positive'}, {'term': 'music', 'polarity': 'positive'}]"
716,"The Zambian setting and culture give the story some specificity, but Nyoni’s filmmaking and aesthetic choices make On Becoming a Guinea Fowl remarkable.","[{'term': 'Zambian setting', 'polarity': 'neutral'}, {'term': 'Nyoni’s filmmaking', 'polarity': 'positive'}, {'term': 'aesthetic choices', 'polarity': 'positive'}, {'term': 'On Becoming a Guinea Fowl', 'polarity': 'positive'}]"
311,"You wonder if there wasn’t an earlier cut that was much weirder, spiky and bolder.","[{'term': 'earlier cut', 'polarity': 'neutral'}]"
1576,"So, Until Dawn is a crummy Until Dawn movie but a marginally enjoyable riff on metatextual horror goof-offs.","[{'term': 'Until Dawn', 'polarity': 'negative'}, {'term': 'movie', 'polarity': 'negative'}, {'term': 'riff', 'polarity': 'positive'}, {'term': 'horror goof-offs', 'polarity': 'positive'}]"
382,"It doesn’t work, but there’s a bit of cinematic ambition here for the most patient of viewers, and, for the first hour, Bong seems to be heading somewhere wonderfully chaotic with the material.","[{'term': 'cinematic ambition', 'polarity': 'positive'}, {'term': 'viewers', 'polarity': 'neutral'}, {'term': 'first hour', 'polarity': 'positive'}, {'term': 'Bong', 'polarity': 'positive'}, {'term': 'material', 'polarity': 'positive'}]"
1717,"Brad’s view ‘Until Dawn’ is a bit of a mess, relying heavily on overly cranked audio for its numerous jump scares to try and force the audience to be frightened. The most frightening thing about the film is the large number of changes that happened to the story from the original game, with the director throwing in ‘Groundhog Day’, ‘Cabin in the Woods’, and many other throwbacks to other horror games and genres. It loses a lot of the lore (it’s partially there, but really insignificant to the story) and the emotional impact of the game's story. While it does a good job with the deaths and practical effects, the best scares are found in very short snippets towards the end of the film in yet another method of horror storytelling. Josh’s view If you can disconnect from it not being a straight adaptation, you can get a solid fun horror experience out of it that still gives you a decent amount of the game, but still feels that what they might be setting up for a sequel would have been better served for this first film. ‘Until Dawn’ can only be a recommendation if you are into jump scares and gore, or you can fully disconnect yourself from the game. Past that, there may not be a lot worth talking about. Brad: 4.5 Josh: 6.5 Final: 5.5","[{'term': 'Until Dawn', 'polarity': 'negative'}, {'term': 'audio', 'polarity': 'negative'}, {'term': 'jump scares', 'polarity': 'negative'}, {'term': 'audience', 'polarity': 'neutral'}, {'term': 'thing', 'polarity': 'negative'}, {'term': 'film', 'polarity': 'negative'}, {'term': 'number', 'polarity': 'negative'}, {'term': 'changes', 'polarity': 'negative'}, {'term': 'story', 'polarity': 'negative'}, {'term': 'game', 'polarity': 'neutral'}, {'term': 'director', 'polarity': 'neutral'}, {'term': 'Groundhog Day', 'polarity': 'neutral'}, {'term': 'Cabin in the Woods', 'polarity': 'neutral'}, {'term': 'throwbacks', 'polarity': 'neutral'}, {'term': 'horror games', 'polarity': 'neutral'}, {'term': 'genres', 'polarity': 'neutral'}, {'term': 'lore', 'polarity': 'negative'}, {'term': 'impact', 'polarity': 'negative'}, {'term': 'deaths', 'polarity': 'positive'}, {'term': 'practical effects', 'polarity': 'positive'}, {'term': 'scares', 'polarity': 'positive'}, {'term': 'snippets', 'polarity': 'positive'}, {'term': 'end', 'polarity': 'positive'}, {'term': 'method', 'polarity': 'neutral'}, {'term': 'horror storytelling', 'polarity': 'neutral'}, {'term': 'adaptation', 'polarity': 'neutral'}, {'term': 'horror experience', 'polarity': 'positive'}, {'term': 'amount', 'polarity': 'positive'}, {'term': 'sequel', 'polarity': 'neutral'}, {'term': 'first film', 'polarity': 'neutral'}, {'term': 'recommendation', 'polarity': 'neutral'}, {'term': 'gore', 'polarity': 'positive'}]"
426,"The film is so much more than just an exploration of this anomalous oddball story and character who managed to outsmart the media. The focus on the control-room panic illustrates how these corporate narratives shape the myth of the American Dream, effectively deconstructing the fantasy that any of this was ever about luck at all.","[{'term': 'film', 'polarity': 'positive'}, {'term': 'exploration', 'polarity': 'positive'}, {'term': 'story', 'polarity': 'neutral'}, {'term': 'character', 'polarity': 'neutral'}, {'term': 'media', 'polarity': 'neutral'}, {'term': 'panic', 'polarity': 'neutral'}, {'term': 'narratives', 'polarity': 'neutral'}, {'term': 'American Dream', 'polarity': 'neutral'}, {'term': 'fantasy', 'polarity': 'neutral'}, {'term': 'luck', 'polarity': 'neutral'}]"
1886,"Decent, but utterly forgettable.",[]
533,"The film is at its best when Heller is executing novel kills or blackmailing his bosses, and we're given just enough of those adrenaline-pumping scenes to make it all work together well. The Amateur strikes that delicate balance often (though not universally), but it works well enough when it counts, for an outing worth seeing.","[{'term': 'The Amateur', 'polarity': 'positive'}, {'term': 'Heller', 'polarity': 'positive'}, {'term': 'scenes', 'polarity': 'positive'}, {'term': 'balance', 'polarity': 'positive'}]"
753,On Becoming a Guinea Fowl is an extraordinary feat of filmmaking that once again shines a light on Nyoni as a singular filmmaker.,"[{'term': 'On Becoming a Guinea Fowl', 'polarity': 'positive'}, {'term': 'Nyoni', 'polarity': 'positive'}, {'term': 'filmmaking', 'polarity': 'positive'}]"
766,"“On Becoming a Guinea Fowl” is a magically transcendent, cunningly funny, and arresting piece of cultural commentary that puts the inequalities of tradition against the warmth community can, still, on occasions, provide.","[{'term': 'On Becoming a Guinea Fowl', 'polarity': 'positive'}, {'term': 'cultural commentary', 'polarity': 'positive'}, {'term': 'humor', 'polarity': 'positive'}, {'term': 'tradition', 'polarity': 'neutral'}, {'term': 'community', 'polarity': 'positive'}]"
1367,"A bloody, muscular, barrelhouse of a vampire movie that throbs like the neck of a blues guitar on fire, Ryan Coogler’s “Sinners” might be the first story the “Creed” director has ripped straight from his own guts.","[{'term': 'vampire movie', 'polarity': 'positive'}, {'term': 'Ryan Coogler', 'polarity': 'positive'}, {'term': 'Sinners', 'polarity': 'positive'}, {'term': 'neck', 'polarity': 'neutral'}, {'term': 'blues guitar', 'polarity': 'positive'}, {'term': 'fire', 'polarity': 'positive'}, {'term': 'story', 'polarity': 'positive'}, {'term': 'Creed', 'polarity': 'neutral'}, {'term': 'director', 'polarity': 'positive'}, {'term': 'guts', 'polarity': 'positive'}]"
409,"The scratchy, VHS-quality visuals and cheesy graphics of the film’s opening suggest that we shouldn’t take any of this too seriously, but rather enjoy the lo-fi, ‘80s nostalgia trip. And a scrappy, underdog enthusiasm is unmistakable throughout.","[{'term': 'visuals', 'polarity': 'neutral'}, {'term': 'graphics', 'polarity': 'neutral'}, {'term': 'film', 'polarity': 'neutral'}, {'term': 'nostalgia trip', 'polarity': 'positive'}, {'term': 'enthusiasm', 'polarity': 'positive'}]"
1626,Thought it would have more to do with the game.,"[{'term': 'game', 'polarity': 'neutral'}]"
695,"Though largely a black comedy with notes of absurdism, ""Guinea Fowl"" simmers like a pot about to boil over.","[{'term': 'On Becoming a Guinea Fowl', 'polarity': 'positive'}, {'term': 'black comedy', 'polarity': 'positive'}, {'term': 'absurdism', 'polarity': 'positive'}, {'term': 'tone', 'polarity': 'positive'}]"
1660,Funny and entertaining,[]
549,The climax of The Amateur is one of the least satisfying meetings of hero and villain I’ve seen in a while.,"[{'term': 'The Amateur', 'polarity': 'negative'}, {'term': 'climax', 'polarity': 'negative'}]"
941,"Nostalgic vibes, clever storytelling, well-acted. Enjoyed it!","[{'term': 'vibes', 'polarity': 'positive'}, {'term': 'storytelling', 'polarity': 'positive'}, {'term': 'acting', 'polarity': 'positive'}]"
847,Oakland’s own Too $hort [narrates] the “facts” while also sprinkling in what he’s “heard” to cut through the speculation and breathe life into Fleck and Boden’s wildly violent homage to an era and area close to their hearts.,"[{'term': 'Freaky Tales', 'polarity': 'positive'}, {'term': 'Too Short', 'polarity': 'positive'}, {'term': 'Fleck and Boden', 'polarity': 'positive'}, {'term': 'violence', 'polarity': 'neutral'}, {'term': 'homage', 'polarity': 'positive'}]"
1619,"Sabes que no se parece al juego, aunque si toma ciertas diferencias, sin embargo es una bomba de terror, tiene mucho suspenso excelentes actuaciones, efectos visuales espectaculares, necesitamos más películas asi, tiene gore, tiene monteros, asesinos. Entre otras cosas y un buen final","[{'term': 'juego', 'polarity': 'neutral'}, {'term': 'diferencias', 'polarity': 'neutral'}, {'term': 'bomba de terror', 'polarity': 'positive'}, {'term': 'suspenso', 'polarity': 'positive'}, {'term': 'actuaciones', 'polarity': 'positive'}, {'term': 'efectos visuales', 'polarity': 'positive'}, {'term': 'películas', 'polarity': 'positive'}, {'term': 'gore', 'polarity': 'positive'}, {'term': 'monteros', 'polarity': 'positive'}, {'term': 'asesinos', 'polarity': 'positive'}, {'term': 'cosas', 'polarity': 'positive'}, {'term': 'final', 'polarity': 'positive'}]"
1951,"The movie flows by smoothly, there are many jump scares which differ among each other, while keeping an interesting storyline","[{'term': 'movie', 'polarity': 'positive'}, {'term': 'jump scares', 'polarity': 'positive'}, {'term': 'storyline', 'polarity': 'positive'}]"
2001,"It was fun, and paid some respects to the game. I just think a lot of the acting was terrible.","[{'term': 'game', 'polarity': 'neutral'}, {'term': 'acting', 'polarity': 'negative'}]"
